mandarin,wu
刚到，瞌睡你就睡吧！也不晚了,刚到，瞌冲侬就困伐！啊伐晚了
在我身边 我想了好久,辣吾身边 吾想了交关辰光
多谢雷姐的信任。,多谢雷姐呃信任。
我的认为就是或许宽容更是一种爱！,吾呃认为是或许宽容更加是一种爱！
我如果面试体检过不了怎么办？,吾假使讲面试跟体检侪过伐了哪能办？
我知道该怎么做了,吾晓得该哪能做了
我给你发的信息收到吗,我拨侬发呃信息收到了伐？
没有我也刚躺下那里也下雨了把,没吾啊刚躺了埃面的啊落雨了吧
数学出来了 我考克服65,数学出来了，吾考了六十五
好了，别乱想了，我的宝贝。,好了，伐去瞎想八想了，吾呃宝贝。
唉么办法，我们三个人，你呢，？,唉么办法，啊拉三额拧，侬呢，？
今天怎么这么早 老婆不许和别人联系,今朝哪能介早 老婆伐许和别人联系
是吗 你回信息那么快有经过大脑吗,是伐侬回信息介快有经过大脑吗
我爸妈要是知道的话。,吾爸妈要是晓得呃话。
喔 收到。你麽有想对我说的麽？,哦 收到。侬有啥要帮吾讲呃伐？
没有吧 你就逗我玩！,没伐 侬就辣搿寻吾开心！
不是吧！我听别人说你俩关系不一般啊,伐是伐！吾听人家讲那俩个拧伐是一般性呃关系
不是我机子，是我哥们的,伐是吾呃机器，是阿拉兄弟呃
好的再见明天见,好呃再见明朝再见
你过去没有阿 你拿到了给我发个短信哦,侬过去没有，侬拿到了拔吾发个短信哦
嘿嘿！你的意思是同意我拉？,嘿嘿！侬呃意思是东意吾咯？
睡觉了还是去压马路了？,困觉还是去荡马路？
哈哈哈哈 好漂亮呀梅！,哈哈哈哈老漂亮呀梅！
你永远是辛运的人,侬永远是幸运呃拧
孙玉兰你想我不？我现在真的好想你啊？,孙玉兰侬想吾伐啦？吾现在真呃老想侬呃呀。
我喝的有点多，帮我接点热水，谢谢！,吾吃呃有眼多，帮吾接眼热水，谢谢侬！
我现在语无论次,吾现在语无论次了
我铐时间长就好了我妈妈把他疼死了,吾考辰光长就好了，阿拉娘拿伊痛死了
沉默一整晚，想你。,沉默一呃夜到，想侬。
今天晚上来不来,今朝夜到来伐
我的健康证上星期交上去了！,吾呃健康证上葛礼拜就交上去了！
我还想见你啊！,吾还是老想见见侬呃！
我还给你，但你心意我领了,吾还拨侬了，但是侬呃心意吾领了
你就这么没能力？,侬哪能就介没能力？
今晚洗澡了没有啊！,今朝呀到汏浴了伐？
于嘛一下就想到是8号呢,于嘛一记头就想到是八号了
我一听就觉得很！,吾一听就觉得老！
我给你打骚扰 不就说明我想着你嘛！,吾拔侬打骚扰，伐就说明吾想着侬嘛！
你在这样喊我真生气呢奥！,侬再搿能噶喊吾吾真生气呢奥！
每次勉强你找我后我,每趟勉强侬寻吾后吾
你这样让我太尴尬和难受,侬搿能葛让吾忒尴尬哦帮拧
想抽烟 哥 给我借一直烟明天还你？,想吃香烟阿哥 借拨吾一条香烟明朝还拨侬？
我到家了，放心吧。,吾到屋里相了，放心伐。
俺媳妇肯定是最棒的！,俺媳妇肯定是顶佳呃！
我在红墩呢,吾辣红墩
我不会随便说我爱你,吾伐会的随便讲吾爱侬呃
亲爱的 也要找时间陪我铪,亲爱呃 也要寻眼辰光陪陪吾呀
不行，你锝告诉我，好吗宝贝！,伐来塞，侬要告诉吾，好伐宝贝！
好了亲爱的睡觉吧！,好了，亲爱的，困觉伐！
无聊的时候给我打个电话,无聊呃辰光拨吾打个电话
唉，你今天咋了？,哎侬今朝哪能啦？
是谁呀！他怎么知道我的号,是撒拧啊！伊哪能晓得吾号头
你没有带走吧,侬没带勒跑伐？
恩 你累了就早点睡我可能到两点了,恩 侬吃力了就早点困吾有可能要到两点钟嘞
你还挺坚强的啊！,侬还蛮坚强呃嘛！
今天上午跟她在医院看病,今朝上半日跟伊辣医院看毛病
你换别的的吧！,侬调别呃伐！
跟我说下你的心里话行不？,帮吾讲讲侬心里闲话可以伐啦？
快睡吧！我也想你,快点困伐！吾啊想侬
亲爱达到家了没有，有没有被人给抓走,亲爱到屋里了伐，有没有被人家抓了跑
对任何人没感觉了！,对任何拧没感觉了！
过几天出来了我们在好好聊聊吧,过几天出来了阿拉再好好叫聊聊
你还爱那个曾经犯错的我么？,侬还是欢喜搿饿曾经犯过错误呃吾吗？
怎么不说了有言在先是什么呢,哪能伐讲了有言在先是撒物事
在哪里？在干什么呀？还不回来吗,辣撒地方？辣做撒？还伐回来啊
我咋打不过去 把你的电话关机在开机！,吾哪能打伐过去拿侬呃电话关机再开机！
你不是马成对吧,侬伐是马成对伐？
我真的不愿意在跟吵了！,吾真呃伐想跟侬吵了！
塔拉斯为什么不开门外面在下大雨,塔拉斯为撒伐开门外头辣海落雨
蒽我会争取得呢阿,恩吾会的争取呃
最近过得不怎么好么？,最近过辣伐好吗？
我在秦玉峰开的酒吧？,吾辣该秦玉峰开呃酒吧？
就连你家人都欺负我！,就连侬屋里相都欺负吾！
人生三碗面最难吃，人面，情面，场面。,人生三碗面最难吃，人面，情面，场面。
这还差不多，以后都要这样，好了！,搿还差伐多，下趟侪要搿能，好了！
老公，我们聊点啥呢？,老公，阿拉聊眼啥呢？
我考多少分 噢,吾考了多少分噢
我要是喜欢她我会给你说这些吗？,吾要是欢喜伊吾会的特侬讲葛埃伐
我是谈过，但 我 我真的叫不出口啊！,吾是谈过，但 吾 吾真呃叫伐出口啊！
要不你不来啊我送你,要伐是侬伐来了吾送侬
我不给你说了吗！,吾伐是跟侬讲了吗！
你好许霞有金芳电话？听说你已经不干了,侬好许霞有金芳电话？听讲侬已经伐做了
黑夜只是暂时的！好好睡觉！,夜到头就一歇歇！好好困觉！
价钱大约在在4600左右,价钿大该是4600左右
就是睡不着，我是不是把你吵醒了？？,就是困伐着，吾是伐是把侬吵醒了？
额 那亲下吧！,额，搿亲下吧！
明天再好好聊！,明朝再好好交聊！
你打要是无法接通就再多打几次,侬要是无法接通就多打几趟
那我就赖着你，天天烦着你！,葛末吾就赖着侬，天天烦着侬！
你过来吗他给你你道歉,侬过来伐伊帮侬赔礼道歉
我也准备睡觉仂！,吾也准备困觉嘞！
宝你现在不上网啦！,宝侬现在伐上网啦！
噢星期三对你有特别意义啊,噢礼拜三对侬有特别呃意义啊
我马上回家哦！,吾马上回屋里相勒！
干吗！我已经给张兰辉传达精神了！,组撒！吾已经拨张兰辉传达精神了！
恩是啥意思啊,嗯是啥意思啊
哦，好好睡吧，晚安！,哦，好好叫困伐，再会！
你就默默的为我加油吧！,侬就默默为吾加油伐！
你是不是对我不报有任何希望,侬是伐是对吾伐报有任何希望了
笨滴可以啊偶,笨滴可以啊偶
工作都行的太度。,工作侪来塞呃态度
我在也不会相新你的话,吾现在啊伐会的相信侬呃闲话
这么热的天下点雨多好丫！,介热呃天落点雨多少好啊！
我就是到楼下去德阿,吾就是到楼下去搭啊
反正你自己看呗，大不了没床睡,反正侬自家看伐，大伐了没床困
不用回短信,伐要回短信
吧 我有办法不会打扰你的,吾有办法伐会打搅侬呃
要你这样说还有吃过药,要侬这样讲还有吃过药
澳你终于知道了啊 补充的那句话解释下,侬终于晓得了 补充呃埃句闲话侬解释一记
我本是想让你笑的，我真卜知道啊！,吾本身想让侬笑呃，吾真呃伐晓得啊！
没想扯你 只是想到那扯那,没想扯侬 只是想到那扯那
不了 陪你老婆吧！,伐了陪那老婆伐！
嗯！那就多喝点水！这几天注意下吧,嗯！葛末就多吃点水！搿几天注意一下伐
那我明天再问吧，她们肯定晚上没客服。,搿么吾明朝再问伐，伊拉肯定夜到没客服。
呵呵是吗现在经济危机！你现在在家？,呵呵是伐现在经济危机！侬现在辣屋里相？
人往往付出了就想得到回报！,拧往往付出了就想得到回报！
刚到家 准备睡觉 你还不睡吗,刚刚到屋里向准备困觉，侬还伐困啊
冰冰你在那？几号包厢？,冰冰侬辣啊里的？几号包厢？
老公 我身上什么气味吗,老公，吾身哴向有撒气味吗？
你怎么下了 我刚去晾衣服了,侬哪能下去勒，吾刚刚去浪衣裳勒。
你们那厂值多少钱,那那厂值多少钞票
你怎么那么确定你妈会走,侬哪能介确定那妈会的跑
哈哈。去去。我爱你,哈哈。去去。吾爱侬
那明天请你吃个饭 给你送个行,搿明朝请侬吃则饭，拨侬送则行
有点累 今天怎么样？,有眼吃力 今朝哪能？
别看电视了太晚了！,伐看电视了，太晚了！
噢过生日那我得去都谁呀,噢过生日啊葛吾要去呃还有撒拧啊
现在就不去了,现在就伐去了
谢谢啊！搞的我都感动了。,谢谢啊！弄辣吾都感动了。
反正我喜欢儿子！,反正吾欢喜儿子！
那你还这样问老婆！有话你就说,那么侬还是搿能噶问老婆，有闲话侬就讲
额 我才走了不到两天,额 吾刚刚走了伐到两天
既然你要，那么我向你保证。,既然侬要，葛末吾向侬保证。
然然你能有特别的服务吗？,侬有啥特别呃服务伐？
求人 就这样子结束了！,求拧 就搿样子结束了！
呵呵，梦中相见咯。,呵呵，梦中再会咯。
没有啦！你现在在干嘛呢？饭吃了没？,没呀！侬现在辣海做啥？吃饭了伐？
带了你的东西更好去见她啊！,带了侬呃物事更好去看伊啊！
好了 我身上棉可能吗,好了 吾身哴吗可能伐
嗯，老公我现真睡了你骑车慢点晚安！,嗯，老公吾现在真呃困觉了侬搭车子慢眼再会！
老公早上不想去吃饭了 眼睛都肿了,老公早哴向伐想去吃饭了，眼睛也肿了
几角钱算撒嘛！,几角洋钿算撒啦！
乃句话不是我佛的！,哪句闲话伐是吾佛呃！
那你让我说什么 对了 你怎么回家了,那侬让吾当物事，对了，侬哪能回屋里相了？
自己照顾好自己，晚安！,自家照顾好自家，夜安！
要是他放假也晚我们就一起回吧！,要是伊放假晚，阿拉就一道回去伐！
不说了 你睡吧 我开车去了,伐讲了侬困觉伐吾开车去
我现在怎么能回来呢？,吾现在哪能回来呢？
你家没有人么 ！,侬屋里相没拧伐
反正我不想和你说话了已经,反正吾伐想帮侬讲闲话了已经
你找他有事么,侬寻伊有啥事体
宋我是于 回家了嘛？,宋吾是于 回去了伐？
我一点都不聪明，真的,吾一眼啊伐聪明，真呃
怎么了！终于记起哥了！,哪能勒！终于记起哥了！
口 是叫你别乱吃东西懂得照顾身体。,是叫侬别要乱吃没事要懂得照顾自家额身体。
睡了还回短信啊,困了还回短信啊
宝贝 你就先看书上班就行了！,宝贝 侬先看书上班就好了！
你经捡丰富啊,侬经捡丰富呀
明天无话可说了,明朝没啥闲话好讲了
四百块钱没白花啊,四百块钞票没白花啊
可是换句话 真的有那么不可原谅吗,可是调句闲话 真呃有那么伐可原谅吗
因为我只有你了！,因为吾只有侬了！
所以么睡呵，还挺好看的,所以还没困勒，蛮好看呃
为撒要跟感情扯上关系！,为撒要跟感情扯上关系！
恩，我知道了。谢了哥们儿！,嗯，吾晓得了。谢谢阿哥！
为啥上不上班都一样呢。,为啥上伐上班侪一样呃呢。
这几个月足够了。,搿几个号头足够了。
睡了没 包包,困了伐？抱抱
下班给你写信,下班拨侬写信
我手机刚才没电了 现在包厢客人走了,吾手机刚没电了 现在包厢客人走了
多上几次就好了！,多上几趟就好了！
我怎么好像听说过你们要结婚德嘛？,吾哪能好像听说过那想结婚的嘛？
蒽 晚安明天不要象今天这样了,嗯 晚安明朝伐要象今朝搿能样子了
或者找点自己喜欢做的事 ，就,或者找眼自家喜欢做呃事体，就
我觉的不知道什么是好的心态,吾觉的伐晓得啥呃是好呃心态
怎么才回啊！,哪能才回啊！
哦 那意思还不是看不上我了,哦，搿意思还是看伐上我咯？
沙师父我明天去拿,苏师父吾明朝去拿
我本来想的是想的是放假要来坐坐,吾本来想呃是放假来坐坐
等十分钟，想那个宿舍了,等辣十分钟，想埃饿宿舍了
那你也要加油哦 你这几天卖的怎么,葛侬也要加油哦 侬搿几天卖了哪能
我以为你不会理我的。,吾以为侬伐会睬吾呃。
如果可能，我一定会的！,假使讲可能，吾一定会呃！
恩！知道啦 晚安。么么,恩！晓得啦，晚安。么么
他不愿意就吵了一架！,伊伐愿意就吵了一只相骂！
么事儿不辛苦！,么事体了伐辛苦！
去了要交多少钱你问清楚了没,去了要交多少钞票侬问清爽了伐
我的手机玲声全没了怎么操作请指教,吾呃手机玲声全部没了哪能操作呃请指教
不想和我说算了 我怎么不相信你吗,伐想帮吾讲算了 吾为的伐相信侬呃
我还没睡呢 带着耳机听会音乐,吾还没困 带了耳机听特些音乐
好吧！那就休息， 等你明天回来！,好伐，葛末就休息，等侬明朝回来。
你想我就来看我呀！,侬想吾就来看吾呀！
我也该睡了，昨晚没睡好。,吾也该困了，昨天夜里向没困好。
